ID,age,state,city,gender,education,salaryinthousands,race,year,marital_status
9193,70,Maine,Lewiston,Female,Associate degree,185,Native Hawaiian or Other Pacific Islander,2020,Divorced
9194,38,Pennsylvania,Mineral Point,Female,High school diploma or equivalent,65,White,2017,Divorced
9195,38,Pennsylvania,Elizabeth,Male,Bachelor’s degree,75,White,2021,Married
9196,73,North Carolina,Bridgeton,Male,Doctoral degree,95,Native Hawaiian or Other Pacific Islander,2012,Separated
9197,52,Minnesota,Excelsior,Male,Less than high school,285,White,2017,Divorced
9198,35,New Hampshire,Tamworth,Female,High school diploma or equivalent,95,White,2020,Married
9199,44,Illinois,Rocford,Male,"Some college, no degree",285,Native Hawaiian or Other Pacific Islander,2018,Divorced
9200,53,North Carolina,Charlotte,Male,Doctoral degree,105,Native Hawaiian or Other Pacific Islander,2011,Divorced
9201,41,Indiana,Evansville,Male,Doctoral degree,55,Blac or African American,2019,Single
9202,45,California,Murrieta,Male,"Some college, no degree",105,Asian,2016,Divorced
9203,49,West Virginia,Woodville,Female,Associate degree,55,Native Hawaiian or Other Pacific Islander,2016,Single
9204,37,Virginia,Leesburg,Male,Master’s degree,185,Blac or African American,2011,Married
9205,58,Tennessee,Toone,Female,High school diploma or equivalent,95,American Indian or Alasa Native,2015,Single
9206,69,North Carolina,Durham,Female,Less than high school,285,Blac or African American,2018,Divorced
9207,77,California,Monte Rio,Male,High school diploma or equivalent,285,Asian,2016,Married
9208,46,California,Forest Falls,Female,Less than high school,35,White,2019,Married
9209,54,California,Bereley,Female,Less than high school,55,Asian,2012,Single
9210,39,Georgia,Buford,Male,Less than high school,185,Blac or African American,2019,Married
9211,59,California,Camarillo,Female,Doctoral degree,245,Native Hawaiian or Other Pacific Islander,2022,Divorced
9212,72,Texas,Walnut Springs,Female,High school diploma or equivalent,85,White,2014,Single
9213,50,Nebrasa,Shubert,Female,Doctoral degree,55,Native Hawaiian or Other Pacific Islander,2011,Single
9214,75,Indiana,Bloomington,Female,Less than high school,65,Native Hawaiian or Other Pacific Islander,2015,Divorced
9215,50,Wisconsin,endall,Male,Less than high school,35,Native Hawaiian or Other Pacific Islander,2013,Married
9216,75,Minnesota,Minneapolis,Male,High school diploma or equivalent,95,Blac or African American,2013,Married
9217,21,Minnesota,Fairmont,Male,High school diploma or equivalent,95,Asian,2017,Married
9218,18,Massachusetts,Blandford,Female,High school diploma or equivalent,45,White,2016,Married
9219,53,Olahoma,Hartshorne,Male,Bachelor’s degree,245,Asian,2021,Married
9220,72,entucy,Warbranch,Female,Associate degree,245,Native Hawaiian or Other Pacific Islander,2021,Married
9221,20,Massachusetts,Waverley,Male,"Some college, no degree",75,Native Hawaiian or Other Pacific Islander,2015,Married
9222,43,Michigan,Westland,Male,High school diploma or equivalent,95,Asian,2019,Single
9223,59,Wyoming,emmerer,Male,Doctoral degree,35,Native Hawaiian or Other Pacific Islander,2021,Single
9224,21,Virginia,Dulles,Female,Less than high school,85,White,2011,Single
9225,69,Texas,Dallas,Male,Master’s degree,75,Blac or African American,2013,Married
9226,24,Connecticut,Bridgeport,Male,Bachelor’s degree,95,Native Hawaiian or Other Pacific Islander,2014,Divorced
9227,26,Wisconsin,Madison,Male,Master’s degree,85,Native Hawaiian or Other Pacific Islander,2013,Married
9228,64,Alabama,Birmingham,Male,Associate degree,45,Native Hawaiian or Other Pacific Islander,2022,Divorced
9229,71,Aransas,Greenway,Male,High school diploma or equivalent,245,Native Hawaiian or Other Pacific Islander,2012,Divorced
9230,26,Indiana,Fort Wayne,Male,Bachelor’s degree,45,White,2012,Single
9231,43,Oregon,Lawen,Male,Master’s degree,215,Blac or African American,2021,Married
9232,29,Ohio,Martel,Female,"Some college, no degree",75,Native Hawaiian or Other Pacific Islander,2012,Divorced
9233,64,Iowa,Clearfield,Female,"Some college, no degree",75,Blac or African American,2013,Divorced
9234,67,North Carolina,Deep Run,Female,"Some college, no degree",215,Blac or African American,2013,Married
9235,60,Wisconsin,Milwauee,Male,Doctoral degree,65,White,2020,Married
9236,29,New Mexico,Berino,Male,"Some college, no degree",75,White,2016,Separated
9237,73,Texas,Nixon,Male,"Some college, no degree",215,Native Hawaiian or Other Pacific Islander,2014,Single
9238,52,West Virginia,Huntington,Male,Associate degree,165,Native Hawaiian or Other Pacific Islander,2010,Married
9239,55,Idaho,Moscow,Female,Associate degree,75,Blac or African American,2021,Divorced
9240,51,New Yor,New Yor,Male,Bachelor’s degree,165,White,2015,Married
9241,49,California,Drytown,Female,Less than high school,45,Blac or African American,2020,Married
9242,47,Florida,Ocala,Female,Less than high school,65,White,2016,Married
9243,26,Puerto Rico,San Juan,Female,Associate degree,85,Native Hawaiian or Other Pacific Islander,2016,Married
9244,70,Montana,Moccasin,Male,Bachelor’s degree,105,Asian,2021,Married
9245,29,Virginia,Suffol,Female,Master’s degree,105,Asian,2022,Single
9246,72,California,Oxnard,Male,Doctoral degree,125,White,2012,Married
9247,36,Olahoma,Checotah,Male,Less than high school,45,Blac or African American,2020,Single
9248,53,Hawaii,Honolulu,Female,Less than high school,245,Native Hawaiian or Other Pacific Islander,2015,Single
9249,73,Illinois,Renault,Female,Bachelor’s degree,75,Blac or African American,2020,Divorced
9250,64,Nebrasa,Dwight,Female,Less than high school,215,Blac or African American,2020,Married
9251,20,California,Nice,Female,"Some college, no degree",245,White,2011,Married
9252,54,Rhode Island,Providence,Male,Doctoral degree,185,Blac or African American,2013,Divorced
9253,21,South Daota,Buffalo,Female,High school diploma or equivalent,45,White,2012,Married
9254,38,Olahoma,Manitou,Female,Less than high school,35,Native Hawaiian or Other Pacific Islander,2021,Divorced
9255,18,California,San Simeon,Female,Associate degree,215,Native Hawaiian or Other Pacific Islander,2021,Divorced
9256,25,Maine,Peru,Female,Doctoral degree,65,Native Hawaiian or Other Pacific Islander,2012,Married
9257,34,Nebrasa,Masell,Female,Associate degree,215,Asian,2012,Single
9258,65,New Yor,Hailesboro,Male,Associate degree,185,Native Hawaiian or Other Pacific Islander,2014,Divorced
9259,71,New Yor,Baers Mills,Female,High school diploma or equivalent,75,Native Hawaiian or Other Pacific Islander,2016,Single
9260,37,Mississippi,Biloxi,Female,Less than high school,35,American Indian or Alasa Native,2017,Single
9261,28,Maryland,Woodbine,Male,Associate degree,145,Asian,2012,Married
9262,58,Colorado,Hesperus,Male,Master’s degree,75,White,2016,Married
9263,51,Michigan,Carp Lae,Male,High school diploma or equivalent,55,Asian,2016,Single
9264,71,Texas,Navasota,Male,Master’s degree,95,White,2016,Married
9265,22,Maine,Sullivan,Male,"Some college, no degree",245,Native Hawaiian or Other Pacific Islander,2013,Divorced
9266,59,Oregon,Portland,Female,Doctoral degree,85,Blac or African American,2018,Single
9267,39,Michigan,Grand Rapids,Female,Master’s degree,215,American Indian or Alasa Native,2012,Single
9268,37,Nebrasa,Linwood,Male,Less than high school,95,Native Hawaiian or Other Pacific Islander,2014,Married
9269,23,Texas,Grand Prairie,Female,Master’s degree,185,White,2014,Divorced
9270,23,Maryland,Linwood,Female,Associate degree,125,Native Hawaiian or Other Pacific Islander,2016,Single
9271,20,Nebrasa,Greenwood,Female,Bachelor’s degree,75,Asian,2013,Married
9272,70,Pennsylvania,Beccaria,Male,"Some college, no degree",105,White,2016,Divorced
9273,19,South Daota,Clar,Female,Less than high school,65,White,2017,Married
9274,72,Mississippi,Conehatta,Female,"Some college, no degree",45,White,2017,Widowed
9275,60,Illinois,Compton,Male,Doctoral degree,245,Native Hawaiian or Other Pacific Islander,2012,Married
9276,32,Oregon,Astoria,Female,Bachelor’s degree,65,Blac or African American,2018,Divorced
9277,49,Missouri,Odessa,Male,Associate degree,85,Blac or African American,2022,Separated
9278,71,Arizona,Prescott,Female,Master’s degree,165,Native Hawaiian or Other Pacific Islander,2011,Married
9279,39,Iowa,Ellsworth,Male,Doctoral degree,95,White,2021,Separated
9280,77,Pennsylvania,Allenport,Male,Bachelor’s degree,85,White,2021,Divorced
9281,34,Mississippi,Lamar,Female,Doctoral degree,85,White,2013,Single
9282,34,Texas,Encino,Female,Associate degree,185,White,2020,Divorced
9283,72,California,Crestline,Male,High school diploma or equivalent,75,White,2017,Married
9284,39,Illinois,Browns,Male,Master’s degree,55,Native Hawaiian or Other Pacific Islander,2013,Divorced
9285,74,Hawaii,Honolulu,Male,Associate degree,185,Native Hawaiian or Other Pacific Islander,2010,Married
9286,26,New Yor,Holbroo,Male,High school diploma or equivalent,75,Asian,2017,Divorced
9287,40,Wisconsin,Madison,Female,Master’s degree,125,Blac or African American,2013,Single
9288,38,Iowa,Yale,Female,Doctoral degree,145,White,2010,Divorced
9289,42,Illinois,Nora,Male,High school diploma or equivalent,145,Blac or African American,2013,Divorced
9290,69,Iowa,Calmar,Female,Bachelor’s degree,165,White,2017,Widowed
9291,23,Ohio,Columbus,Female,Master’s degree,105,Native Hawaiian or Other Pacific Islander,2020,Divorced
9292,57,North Carolina,Greensboro,Female,Doctoral degree,35,Native Hawaiian or Other Pacific Islander,2019,Divorced
9293,26,Washington,Gig Harbor,Male,Doctoral degree,95,Native Hawaiian or Other Pacific Islander,2020,Divorced
9294,45,Michigan,Munising,Male,Less than high school,285,White,2016,Divorced
9295,62,Massachusetts,Boston,Female,Less than high school,75,White,2021,Single
9296,29,Florida,Boynton Beach,Female,Master’s degree,185,White,2016,Married
9297,25,Mississippi,Webb,Female,High school diploma or equivalent,215,White,2020,Married
9298,51,Virginia,Richmond,Female,Doctoral degree,35,White,2010,Divorced
9299,28,Pennsylvania,White Haven,Male,Master’s degree,285,Blac or African American,2010,Married
9300,26,Michigan,Shepherd,Female,Bachelor’s degree,285,Native Hawaiian or Other Pacific Islander,2011,Divorced
9301,64,Ohio,Warren,Female,Master’s degree,35,Asian,2020,Divorced
9302,23,California,Napa,Female,Associate degree,105,White,2010,Married
9303,65,Indiana,Washington,Female,Associate degree,45,Asian,2013,Married
9304,40,Maryland,Indian Head,Female,Doctoral degree,55,Native Hawaiian or Other Pacific Islander,2016,Single
9305,20,Texas,Quail,Male,Bachelor’s degree,35,Blac or African American,2012,Divorced
9306,42,Iowa,Corydon,Male,"Some college, no degree",185,Native Hawaiian or Other Pacific Islander,2019,Married
9307,60,California,Lompoc,Male,Doctoral degree,55,White,2012,Married
9308,72,Texas,Bartlett,Male,Master’s degree,75,White,2017,Single
9309,72,Minnesota,Mayer,Male,"Some college, no degree",75,White,2017,Divorced
9310,56,Florida,Indian Rocs Beach,Female,Doctoral degree,85,White,2018,Single
9311,66,Virginia,New ent,Female,Doctoral degree,35,White,2018,Married
9312,57,Minnesota,Wanda,Female,Associate degree,35,White,2021,Divorced
9313,65,Illinois,Rocford,Female,Bachelor’s degree,245,Native Hawaiian or Other Pacific Islander,2020,Married
9314,34,Texas,El Paso,Male,Master’s degree,85,Asian,2020,Separated
9315,77,New Yor,Port Chester,Male,Doctoral degree,35,Native Hawaiian or Other Pacific Islander,2010,Single
9316,72,Illinois,Chicago,Female,Bachelor’s degree,65,Native Hawaiian or Other Pacific Islander,2014,Married
9317,72,Illinois,Rocford,Male,Less than high school,85,Native Hawaiian or Other Pacific Islander,2020,Widowed
9318,34,Nebrasa,Brady,Male,Associate degree,105,Blac or African American,2022,Divorced
9319,47,Michigan,Westland,Female,Master’s degree,95,Asian,2019,Separated
9320,76,New Jersey,New Brunswic,Female,"Some college, no degree",55,Blac or African American,2011,Divorced
9321,22,Montana,Huson,Male,Bachelor’s degree,95,Native Hawaiian or Other Pacific Islander,2019,Married
9322,37,Hawaii,ahului,Male,Master’s degree,165,Blac or African American,2022,Single
9323,55,New Jersey,Quaertown,Male,High school diploma or equivalent,45,White,2015,Divorced
9324,57,Oregon,Rainier,Female,Associate degree,285,Native Hawaiian or Other Pacific Islander,2019,Divorced
9325,23,California,Firebaugh,Male,Associate degree,125,White,2016,Single
9326,75,North Carolina,Charlotte,Female,"Some college, no degree",65,White,2016,Divorced
9327,45,Maine,Hiram,Male,Bachelor’s degree,145,Asian,2018,Married
9328,66,Washington,Us,Male,High school diploma or equivalent,55,Native Hawaiian or Other Pacific Islander,2020,Married
9329,33,Wisconsin,De Pere,Female,Bachelor’s degree,85,White,2015,Married
9330,60,Louisiana,Baton Rouge,Female,High school diploma or equivalent,165,White,2020,Single
9331,18,Michigan,Alba,Male,"Some college, no degree",185,Asian,2018,Single
9332,33,Florida,Homestead,Female,Bachelor’s degree,65,American Indian or Alasa Native,2018,Married
9333,51,North Carolina,Mineral Springs,Male,Associate degree,125,White,2017,Single
9334,33,Iowa,Bradgate,Female,Doctoral degree,185,Native Hawaiian or Other Pacific Islander,2017,Married
9335,21,New Hampshire,Sanbornville,Male,Associate degree,165,White,2019,Separated
9336,64,New Yor,Rosendale,Male,Master’s degree,85,Native Hawaiian or Other Pacific Islander,2013,Married
9337,40,West Virginia,Charleston,Male,Less than high school,65,White,2016,Single
9338,58,California,Baersfield,Female,Associate degree,285,White,2016,Single
9339,30,Wisconsin,Downsville,Male,Doctoral degree,145,Blac or African American,2011,Married
9340,30,Washington,Spoane,Male,High school diploma or equivalent,125,White,2019,Married
9341,72,Massachusetts,Somerville,Female,Less than high school,45,Native Hawaiian or Other Pacific Islander,2010,Divorced
9342,53,New Yor,Rocville Centre,Female,Less than high school,245,Blac or African American,2015,Separated
9343,28,Utah,Lyman,Male,"Some college, no degree",55,Native Hawaiian or Other Pacific Islander,2010,Separated
9344,60,Pennsylvania,Plumville,Male,Associate degree,35,Blac or African American,2016,Divorced
9345,27,Maryland,Manoin,Female,High school diploma or equivalent,35,Native Hawaiian or Other Pacific Islander,2015,Married
9346,74,Minnesota,Hawley,Male,"Some college, no degree",35,Asian,2010,Divorced
9347,64,New Yor,Sagaponac,Male,Bachelor’s degree,95,Native Hawaiian or Other Pacific Islander,2020,Single
9348,65,Georgia,Rome,Female,Less than high school,45,White,2022,Widowed
9349,46,New Yor,Pleasantville,Female,Master’s degree,85,White,2011,Married
9350,39,New Yor,Niagara Falls,Female,Master’s degree,65,Native Hawaiian or Other Pacific Islander,2018,Married
9351,59,Olahoma,Fitzhugh,Female,Less than high school,215,Blac or African American,2011,Married
9352,37,West Virginia,Lost Cree,Male,"Some college, no degree",105,White,2017,Divorced
9353,57,New Jersey,Allentown,Male,Associate degree,75,Native Hawaiian or Other Pacific Islander,2021,Divorced
9354,26,Florida,Panama City Beach,Male,Less than high school,215,American Indian or Alasa Native,2022,Divorced
9355,72,Wisconsin,Fransville,Male,Master’s degree,165,Native Hawaiian or Other Pacific Islander,2016,Married
9356,21,Olahoma,Tulsa,Male,Master’s degree,75,White,2020,Separated
